county_name,FIPS,state,threshold,total_events,number_of_compound_events,frequency_count_Percentiles_precip,frequency_count_Percentiles_discharge,frequency_count_Percentiles_soil_moisture,frequency_count_surge_percentiles,frequency_count_waveHs_percentiles,compound_loss_property_damage,compound_loss_crop_damage,compound_loss_injuries,compound_loss_fatalities,percentage_CE,loss_percentage_compound_property_damage,loss_percentage_compound_crop_damage,loss_percentage_compound_injuries,loss_percentage_compound_fatalities,number_of_compound_events_sum,percentage_contribution_precip,percentage_contribution_discharge,percentage_contribution_moisture,percentage_contribution_surge,percentage_contribution_waveHs
Chambers_County,48071,TX,0.99,42,17,15,11,8,5,6,362344030.5,0,0,0,40.48,96.88,0,0,0,17,88.24,64.71,47.06,29.41,35.29
Charles_City_County,51036,VA,0.99,4,3,1,1,3,1,1,121596.52,0,0,0,75,98.5,0,0,0,3,33.33,33.33,100,33.33,33.33
Charleston_County,45019,SC,0.99,119,49,47,42,48,2,1,35503476.65,550803.68,0,1,41.18,93.4,99.29,0,100,49,95.92,85.71,97.96,4.08,2.04
Charles_County,24017,MD,0.99,15,7,7,7,6,0,0,574318.54,0,0,0,46.67,9.24,0,0,0,7,100,100,85.71,0,0
Charlotte_County,12015,FL,0.99,26,14,11,13,10,6,5,32821286.35,8396.11,0,1,53.85,86.49,100,0,100,14,78.57,92.86,71.43,42.86,35.71
Chatham_County,13051,GA,0.99,37,8,8,8,7,3,3,22227839.63,874.34,0,0,21.62,87.36,100,0,0,8,100,100,87.5,37.5,37.5
Chesapeake_city,51550,VA,0.99,21,12,9,10,11,2,2,23036166.83,848389.12,0,0,57.14,95.15,100,0,0,12,75,83.33,91.67,16.67,16.67
Chowan_County,37041,NC,0.99,8,4,3,2,3,2,1,618929.58,172035.63,0,0.14,50,92.84,85.63,0,100,4,75,50,75,50,25
Citrus_County,12017,FL,0.99,29,11,8,10,8,4,4,220851627.1,0,0,0.57,37.93,98,0,0,100,11,72.73,90.91,72.73,36.36,36.36
Colleton_County,45029,SC,0.99,28,15,14,13,13,1,2,15556015.39,49023.93,0,0,53.57,82.74,9.03,0,0,15,93.33,86.67,86.67,6.67,13.33
Collier_County,12021,FL,0.99,17,13,10,11,9,5,5,15265148.47,8396.11,0,0,76.47,99.15,0.01,0,0,13,76.92,84.62,69.23,38.46,38.46
Craven_County,37049,NC,0.99,15,6,6,6,6,1,1,28837819.54,594238.36,0,0.14,40,99.42,74.68,0,12.28,6,100,100,100,16.67,16.67
Cumberland_County,23005,ME,0.99,107,54,45,45,41,15,14,65358298.25,8563.64,0,1,50.47,85.59,52.97,0,100,54,83.33,83.33,75.93,27.78,25.93
Cumberland_County,34011,NJ,0.99,10,5,4,4,5,1,1,47227980.61,0,0,0,50,64.93,0,0,0,5,80,80,100,20,20
Currituck_County,37053,NC,0.99,16,12,7,7,10,9,6,12671599.27,172035.63,0,0.14,75,66.41,85.63,0,100,12,58.33,58.33,83.33,75,50
Dare_County,37055,NC,0.99,30,19,12,11,8,13,15,111973556.4,172035.63,0,0.14,63.33,91.01,85.63,0,100,19,63.16,57.89,42.11,68.42,78.95
Delaware_County,42045,PA,0.99,31,17,13,17,14,1,2,40128225.26,62356.71,17.35,1,54.84,63.81,99.1,98.47,100,17,76.47,100,82.35,5.88,11.76
Dixie_County,12029,FL,0.99,14,9,7,7,5,5,4,85360694.55,0,0,0,64.29,99.15,0,0,0,9,77.78,77.78,55.56,55.56,44.44
Dorchester_County,24019,MD,0.99,14,7,5,4,4,4,5,4929903.74,0,0,0,50,36.46,0,0,0,7,71.43,57.14,57.14,57.14,71.43
Duval_County,12031,FL,0.99,46,21,20,20,18,1,0,4067168.97,0,0,2,45.65,68.71,0,0,100,21,95.24,95.24,85.71,4.76,0
Escambia_County,12033,FL,0.99,28,11,7,8,7,3,3,167464865.8,0,0,1,39.29,95.31,0,0,100,11,63.64,72.73,63.64,27.27,27.27
Essex_County,25009,MA,0.99,78,39,30,23,21,16,16,68768786.17,347363.84,3.07,3,50,86.68,100,100,100,39,76.92,58.97,53.85,41.03,41.03
Essex_County,34013,NJ,0.99,11,6,4,5,4,1,1,28514698.02,0,0,2,54.55,77.17,0,0,89.69,6,66.67,83.33,66.67,16.67,16.67
Essex_County,51057,VA,0.99,11,7,7,7,6,2,2,2417250.41,31110.98,0,0,63.64,48.84,100,0,0,7,100,100,85.71,28.57,28.57
Fairfax_County,51059,VA,0.99,32,22,18,20,11,0,0,20935910.97,1892489.08,1,4,68.75,98.44,100,100,100,22,81.82,90.91,50,0,0
Fairfield_County,9001,CT,0.99,21,14,13,12,9,3,2,39309094.39,1558917.72,0.5,1,66.67,58.02,90.28,100,50,14,92.86,85.71,64.29,21.43,14.29
Flagler_County,12035,FL,0.99,19,8,3,8,7,1,1,2894821.49,0,0,0,42.11,49.21,0,0,0,8,37.5,100,87.5,12.5,12.5
Franklin_County,12037,FL,0.99,19,13,7,9,9,11,11,212277022.7,0,0,0,68.42,96.25,0,0,0,13,53.85,69.23,69.23,84.62,84.62
Galveston_County,48167,TX,0.99,85,27,23,21,20,7,6,15212566742,10389.74,0,16,31.76,99.91,59.99,0,100,27,85.19,77.78,74.07,25.93,22.22
